authorMeta/fans,authorMeta/name,collectCount,commentCount,createTimeISO,diggCount,isSponsored,locationMeta/city,locationMeta/locationName,shareCount,text,videoMeta/duration,webVideoUrl,playCount,brand
48,u3coffeecrew,0,0,22/03/2025 19.04,4,False,Unknown,Unknown,0,"We want to knowwhats your go-to U3 Coffee drink? Cast your vote & let us know why its your favorite!
?? Cold Brew  Smooth, bold & packed with energy
?? Latte  Creamy, dreamy & the perfect balance of espresso & milk
?? Espresso  Short, strong & straight to the point
Drop your pick in the comments & tag a friend who needs to try your favorite! ??
#u3coffee #unitedbycoffee #coffee #coffeelife #drinkpoll #fuelyourday",10,https://www.tiktok.com/@u3coffeecrew/video/7484603015735905579,105,Fore Coffee
913,buttercreamlattee1,5,0,20/06/2025 23.05,43,False,Samarinda,BIGmall Samarinda,61,,14,https://www.tiktok.com/@buttercreamlattee1/video/7518063405937233158,1190,Fore Coffee
1184,elaineshine,2,0,26/12/2024 22.35,67,False,Unknown,Unknown,1,Coffe taste better/made in fire!#kabyle??????? #usa????tiktok #algeria???? ,45,https://www.tiktok.com/@elaineshine/video/7452744600445340959,635,Fore Coffee
13,xx_spoileralert_xx,1,0,01/02/2025 03.52,24,False,Unknown,Unknown,0,treating RoFo like a Korean convenience store ???? #icedcoffee #rofo #korea #???????? ,24,https://www.tiktok.com/@xx_spoileralert_xx/video/7466185228390911278,759,Fore Coffee
255,ofeecoffee,1,1,26/06/2024 16.35,14,False,Unknown,Pemkab Tulungagung,9,New Vibes ??,28,https://www.tiktok.com/@ofeecoffee/video/7384743224029596934,2759,Fore Coffee
33600,forecoffee.id,21,11,24/07/2025 13.24,221,False,Unknown,Unknown,12,"Siapa di sini fans Buttercream Tiramisu Latte? ??? 

Rasa kopi susu praline berpadu dengan creamy-nya buttercream tiramisu emang selalu bikin nagih!Setiap tegukannya sukses bikin hati meleleh ?? 

Kali ini Rizky, barista Fore Coffee Wolter Monginsidi, bakal bongkar rahasia di balik kelezatan menu favoritmu itu ??

Penasaran kan rahasia di balik Buttercream Tiramisu Latte? Yuk, tonton videonya sampai habis!

#ForeCoffee #BaristaStory",35,https://www.tiktok.com/@forecoffee.id/video/7530530537610693906,6308,Fore Coffee
2675,kayyieshere,44,16,12/05/2025 21.09,693,False,Unknown,Unknown,34,"beginner friendly sih, asal makan nasi dlu ya?? #fore #coffee ",12,https://www.tiktok.com/@kayyieshere/video/7503561114882493704,14600,Fore Coffee
87,foresthreerawalumbu,63,2,02/07/2025 14.58,122,False,Bekasi City,"Foresthree Coffee & Kitchen, Rawalumbu Bekasi",11,#fpy? #trend #coffeetiktok cuss jangan lupa mampirr????@Foresthree Coffee ,13,https://www.tiktok.com/@foresthreerawalumbu/video/7522390816392776966,2146,Fore Coffee
12,plateby.plate1,114,3,27/01/2025 11.13,210,False,Unknown,Unknown,27,"how to make frothy ice coffee! ?? 

#fyp #foryoupage #coffee #icecoffeetiktok #coffeetiktok #coffeetime #coffeetok ",36,https://www.tiktok.com/@plateby.plate1/video/7464443451938032914,9659,Fore Coffee
74,kisugenk,1,0,16/05/2025 15.46,21,False,Jakarta,South Jakarta,2,"nyobain fore experience yang baru buka. honest review tempatnya nyaman banget. kemarin nyobain manual brew, pakai beans lokal dan enak banget sih. #fore #forecoffee #foreexperience #coffeeshopjakarta ",34,https://www.tiktok.com/@kisugenk/video/7504962167993601286,608,Fore Coffee
6180,retnx,14,14,02/04/2025 10.43,114,False,Unknown,Unknown,19,"Replying to @Rusia Esterlina yes ??!!!
Baru beberapa waktu lalu cobain yang kopi tani. Bener, enakkk! 

#fore #forecoffee #foreciledug ",27,https://www.tiktok.com/@retnx/video/7488556328508558600,8014,Fore Coffee
24600,digivestasi,15,17,17/04/2025 20.25,95,False,Unknown,Unknown,13,"Fore Coffee resmi IPO dan langsung naik 34%! Keren sih, tapi jangan asal ikut-ikutan cuma karena rame. Investasi itu bukan buat yang gampang FOMO, tapi buat yang siap riset dan tahan risiko.

Nah, gimana menurut kalian? Saham Fore ini layak dikoleksi atau mending nunggu dulu?

#investasi #investasisaham #saham #ipo #fore #forecoffee ",45,https://www.tiktok.com/@digivestasi/video/7494272539800210743,11800,Fore Coffee
51,forecoffeesg,0,0,29/12/2023 11.42,10,False,Singapore,Bugis Junction,0,Going into the weekend like  #sgcafehopping #singaporetiktok #sgcafe #sgtiktok #ForeCoffeeSingapore#fyp?,12,https://www.tiktok.com/@forecoffeesg/video/7317872442452577538,1156,Fore Coffee
33600,forecoffee.id,2,5,23/07/2025 11.41,19,False,Unknown,Unknown,5,"Kantong senang, kebutuhan ngopi aman dengan promo Rabu Cermat pakai BCA ???

Setiap hari Rabu, kamu bisa menikmati diskon Rp 15K untuk pembelian menu Fore favoritmu di store dengan QRIS myBCA atau Kartu Kredit BCA!

Syaratnya: 
 Min. pembelian Rp 75K
 Maks 1x transaksi/pengguna/hari
 Tidak berlaku kelipatan/split bill/ digabungkan dengan promo lainnya 
 Hanya berlaku untuk pembelian langsung di store

Buruan kunjungi Fore Store terdekat di kotamu ?????????

#forecoffee ",18,https://www.tiktok.com/@forecoffee.id/video/7530132849060564231,1721,Fore Coffee
157,slmchyrchmwt,1,0,28/02/2024 13.36,12,False,Unknown,Unknown,0,Tempat nyaman untuk wfc di Magelang cyeekk #fore #coffee ,18,https://www.tiktok.com/@slmchyrchmwt/video/7340538085165239557,1583,Fore Coffee
72,equilibriocoffeehouse,5,1,29/07/2025 04.19,81,False,Unknown,Weston,22,"???? 
-
#coffe #fyp #funny #barista #coffeeshop #coffeehouse #icedlatte #weston #florida #content #work #tiktok ",9,https://www.tiktok.com/@equilibriocoffeehouse/video/7532245225603960078,1608,Fore Coffee
257,iqbl_gegz,6,9,29/04/2025 17.59,88,False,Unknown,Jember,14,"Jember uda ada fore coffe, ga perlu jauh jauh ke sby??. #forecoffee #jember24jam #cafejember #kulinerjember ",12,https://www.tiktok.com/@iqbl_gegz/video/7498688092098891063,5256,Fore Coffee
33600,forecoffee.id,9,5,24/05/2025 17.17,49,False,Unknown,Unknown,7,"Pengen bisa nikmatin Buy 1 Get 1 terus tiap bulan? Langganan ngopi pakai MyFore Plan dong!????

Cukup berlangganan mulai dari Rp9K setiap bulannya, kamu bisa nikmati berbagai keuntungan kayak gini! 

Kapan lagi bisa ngopi sehemat ini! Yuk, langganan MyFore Plan sekarang hanya di aplikasi Fore Coffee??

#ForeCoffee",18,https://www.tiktok.com/@forecoffee.id/video/7507954323033410824,5883,Fore Coffee
255,ofeecoffee,5,1,23/11/2024 21.19,44,False,Unknown,Tulungagung,31,Selamat malam minggu ??,45,https://www.tiktok.com/@ofeecoffee/video/7440479198910745911,3489,Fore Coffee
3167,tasikasikfood,10,1,07/07/2025 17.59,39,False,Tasikmalaya City,Fore Coffee - Yudanegara,7,"sesekali kamu harus mampir sih kesini ??
#tasikasikfood #tasikasik #tasik #tasikmalaya #yukgaskeun #fore #forecoffee #fyp ",34,https://www.tiktok.com/@tasikasikfood/video/7524292953347525893,2998,Fore Coffee
33600,forecoffee.id,0,3,25/07/2025 13.56,49,False,Unknown,Unknown,1,"Siapa yang minuman favoritnya Choco Cookies Shake juga coba angkat tangannya di kolom komentar ???

Buat kamu yang belum coba, yuk cobain Choco Cookies Shake, varian Fore Junior yang kolaborasi bareng Jumbo yang pas banget buat nemenin petualangan kamu setiap hari ?????????

Ajak keluargamu buat cobain juga ya! Mumpung ada promo paket bundle mulai dari Rp49K, khusus pembelian di aplikasi Fore ??

#ForeCoffee ",48,https://www.tiktok.com/@forecoffee.id/video/7530909926776999176,2044,Fore Coffee
30600,claudiofernandi,12,5,08/10/2024 11.08,59,False,Unknown,Unknown,10,3 minuman enak di fore #fore #coffee ,20,https://www.tiktok.com/@claudiofernandi/video/7423251801740283141,23900,Fore Coffee
0,blendbuzz2,0,0,07/08/2025 18.15,0,False,Unknown,Unknown,0,#coffeetime #coffeeshop #coffeetiktok ,39,https://www.tiktok.com/@blendbuzz2/video/7535800665268931870,1,Fore Coffee
26400,babahriyan,20,4,09/09/2023 12.36,172,False,Unknown,Sawah Lunto,33,"FOOD, COFFEE & CHILL.

#coffeeshop #fyp #fyp? ",10,https://www.tiktok.com/@babahriyan/video/7276695801345182981,14700,Fore Coffee
978,fores.coffe,7,19,21/09/2021 00.11,113,False,Unknown,Unknown,2,?????? ??10 ???? 5 ???? ?????5 ????? ???? - ????? ???? ?????? ???? ????????? #?????_??????_????_?????? #??????_?????? #???? #????? #foryou,6,https://www.tiktok.com/@fores.coffe/video/7010064631683190018,1630,Fore Coffee
54800,nawangnov,1,6,27/07/2025 15.52,40,False,Malang Regency,FORREST CAFE,0,"Bukan pecinta kopi, tapi Caramel Praline Macchiato ini enyakkk ????
#fore #cooffee #caramelmacchiato ",19,https://www.tiktok.com/@nawangnov/video/7531681996796431672,738,Fore Coffee
675,clairessupersecret11,0,2,28/03/2025 10.18,96,False,Unknown,Unknown,0,fire coffee,10,https://www.tiktok.com/@clairessupersecret11/video/7486694426233015582,1118,Fore Coffee
16900,febulove0610,0,1,29/07/2025 03.14,23,False,Unknown,Unknown,1,#coffee ?? ,23,https://www.tiktok.com/@febulove0610/video/7532228688587377975,525,Fore Coffee
6188,iqbalxmohamad,22,3,05/03/2025 13.27,122,False,Manado,"Fore Coffee, Tikala",53,One of my favorite coffee shops in town #fore #coffee #manado ,18,https://www.tiktok.com/@iqbalxmohamad/video/7478208328363969800,6481,Fore Coffee
909,satriansyah_d_putra01,3,2,27/07/2025 20.41,218,False,Unknown,Unknown,2,"weekend day #fyppppppppppppppppppppppp 
#fyp?? 
#fypage 
#forecoffee 
#bencollenmallbengkulu ",27,https://www.tiktok.com/@satriansyah_d_putra01/video/7531756455918095621,4983,Fore Coffee
47,fordaicedcoffee,0,6,22/01/2025 16.14,11,False,Unknown,Thailand,2,Nakakatawa yung hindi namin napanindigan hanggang last day ???????? #fyppppppppppppppppppppppp #thailand???? #traveltrend,10,https://www.tiktok.com/@fordaicedcoffee/video/7462665821098151189,224,Fore Coffee
542,mycoffeedose,10,0,06/08/2025 19.39,480,False,Unknown,Unknown,0,"""Theres something oddly satisfying about watching coffee swirl into cold milk... ????""#IcedCoffeeVibes  
#LatteInspo  
#CoffeeReel  
#CoffeeReelsDaily  
#HomeCafeSetup  
#CoffeeAesthetic  
#EspressoShot  
#PourOverMagic  
#MinimalCoffee  
#BrewWithMe #CoffeeTherapy  
#CoffeeMood  
#CoffeeVibes  
#VisualCaffeine  
#ReelCoffee  
#CafeVibes  
#ChillBrew  
#SlowMornings  
#MorningRituals  
#IcedLatteLove #fyp #sabrinacarpenter #dubai #morocco #morocco???? #trend #boost ",30,https://www.tiktok.com/@mycoffeedose/video/7535451281440165125,8671,Fore Coffee
1205,iimrrwah,31,3,30/07/2025 19.17,271,False,Unknown,Unknown,6,#coffee #cozyvibes #coffeelover #fyp,10,https://www.tiktok.com/@iimrrwah/video/7532848063413619975,3012,Fore Coffee
6090,lovasiregar09,0,5,17/07/2024 19.48,25,False,Deli Serdang Regency,Fore Coffee - Citraland Helvetia Medan,0,"masih ada yg belum kesini??
#fyp #fypp #medan #kotamedan #coffee #forecoffee #coffeetiktok ",46,https://www.tiktok.com/@lovasiregar09/video/7392585668423257349,1404,Fore Coffee
255,ofeecoffee,0,0,30/06/2024 20.01,10,False,Unknown,Tulungagung,8,??,20,https://www.tiktok.com/@ofeecoffee/video/7386280621104041222,2661,Fore Coffee
913,buttercreamlattee1,5,0,20/06/2025 19.46,75,False,Samarinda,Sungai Mahakam,66,,12,https://www.tiktok.com/@buttercreamlattee1/video/7518012043404856581,1312,Fore Coffee
1413,suk_maaa,4,2,25/05/2025 17.13,140,False,Gowa Regency,Fore Coffee - Citraland Celebes,2,"Kalau kopimu bikin jantungmu berdebar-debar,mungkin tadi kamu mengaduknya pakai perasaan,bukan pakai sendok ?? btw jangan lupa ngopi di ??Fore coffee,citraland celebes #forecoffee ",10,https://www.tiktok.com/@suk_maaa/video/7508324384696700168,4160,Fore Coffee
6609,kelseydigitalmama,0,1,08/08/2025 10.33,45,False,Unknown,Unknown,1,"?? Comment BUILD and Ill send you the exact steps to start turning nap time into 1k profit!

???? or if you already have a beginner course but feel stuck, comment ?CLASS25?and Ill get you on the waitlist for my free masterclass: Mom Boss Blueprint (from no clue to clarity) 

This might rub some wrong,but the loudest people online are selling the fastest success.

But when youre a stay-at-home mom juggling snacks, diapers, and reheated coffee, you dont need fastyou need sustainable.

Most moms quit before they start because they think if its not 5 figures in 30 days, its not worth it.

???? But lets be real: an extra $1K this month could pay for groceries, your kids soccer fees, and that Target trip youve been guilt-tripping yourself over.

Thats what you learn inside my beginner course. 
Its not hype. Its a system for moms who want to build a digital income that fits inside real life.
#momsover30 #momtok #onlineincomeideas #momboss ",9,https://www.tiktok.com/@kelseydigitalmama/video/7536052707472313614,787,Fore Coffee
36500,poetrisejati,1,1,17/04/2023 12.33,6,False,Semarang City,DP Mall Semarang,1,Nunggunya 1 jam an????  #forecoffee #forecoffeesemarang #ratingforecoffee #coffeerating #coffeeaddict  #voiceeffects ,27,https://www.tiktok.com/@poetrisejati/video/7222887758904315163,3036,Fore Coffee
33600,forecoffee.id,21,1,22/01/2024 13.36,84,False,Unknown,Jakarta,10,"Drinks that will light up your world! 

#forecoffee ",17,https://www.tiktok.com/@forecoffee.id/video/7326807854961282309,12200,Fore Coffee
255,ofeecoffee,4,1,19/09/2024 13.35,22,False,Unknown,Unknown,31,tak kasih info tempat ngopi ?????,37,https://www.tiktok.com/@ofeecoffee/video/7416239039449206022,3381,Fore Coffee
1601,rachma.737,1,1,16/04/2025 17.29,19,False,Sleman,"Fore Coffee - Kaliurang, Yogyakarta",3,"Jajan Kopi Fore
#kopi 
#yogyakarta 
#kuliner ",16,https://www.tiktok.com/@rachma.737/video/7493856260844981512,2018,Fore Coffee
2549,essenwe,45,4,22/03/2024 22.13,93,False,Unknown,Palembang,10,"Boleh diadu sih ?? berantem sini yang ngomong gaenak??
#forecoffee #kopifore #cafepalembang #JelajahRamadan #kopipalembang ",21,https://www.tiktok.com/@essenwe/video/7349206300221345030,15400,Fore Coffee
4034,coviw_,6,6,20/05/2025 16.56,55,False,Tasikmalaya City,Fore Coffee - Yudanegara,7,"Resmi beralih dari Butterscotch sea salt latte ke Buttercream latte ????

#fore #coffee #coffeeaddict #coffeeshop #kopi #tasik #tasikmalaya #tasikmalayahitz #fyp #foryou #foryoupage ",15,https://www.tiktok.com/@coviw_/video/7506464686808812806,2947,Fore Coffee
2146,seto_samudra,7,3,06/09/2023 19.46,73,False,Unknown,Unknown,4,Harga yang pas untuk coffee enak & tempat yang nyaman = Strategi jitu dari FORE COFFEEE?? #kopienak  #inspirasikopi #bisniskopipremium #forecoffee #foreveryday ,40,https://www.tiktok.com/@seto_samudra/video/7275693509146021125,15400,Fore Coffee
8,rysacoffeecaty,1,0,07/08/2025 11.39,11,False,Unknown,Unknown,0,Morning coffee ??.           #coffee #icedcoffee #morningroutine #morningcoffee ,11,https://www.tiktok.com/@rysacoffeecaty/video/7535698500391062814,236,Fore Coffee
2345,ef.sae,2,6,04/08/2025 10.05,192,False,Unknown,Unknown,1,The sound of  happiness #coffe #forecoffee ,8,https://www.tiktok.com/@ef.sae/video/7534561177922325816,1122,Fore Coffee
33600,forecoffee.id,4,4,18/07/2025 14.54,79,False,Unknown,Unknown,19,"Semangat petualang jangan sampai hilang walaupun sudah memasuki momen kembali ke sekolah??

Tetap buat lebih istimewa lagi dengan Choco Cookies Shake, coklatnya yang spesial bikin harimu jadi lebih bersemangat
????

#ForeCoffee #MovingFOREward",37,https://www.tiktok.com/@forecoffee.id/video/7528327191071853831,2222,Fore Coffee
255,ofeecoffee,2,1,29/06/2024 17.19,24,False,Unknown,Tulungagung,28,?,18,https://www.tiktok.com/@ofeecoffee/video/7385867724267769094,2652,Fore Coffee
765,kranjang_cek,1,0,25/04/2025 14.30,9,False,Bogor Regency,"Fore Coffee, Living World Kota Wisata",1,Ngopi dulu masee ?? #CapCut #forecoffee #ngopisantuy #kopisusu #storywhatsapp ,16,https://www.tiktok.com/@kranjang_cek/video/7497149917161409797,976,Fore Coffee
166,modocoffeegarden,7,3,17/07/2025 14.55,100,False,Unknown,Unknown,33,"NAHLOHH !! 

Take ur free time at modo coffee garden jatiwarna 
we are open 16.00  02.00 

see u ????

#modocoffeegarden #coffeeshopbekasi #fyp #foryoupageofficiall #jatiwarna #rekomendasitempatnongkrong #coffeetiktok ",15,https://www.tiktok.com/@modocoffeegarden/video/7527956370348346680,4504,Fore Coffee
97,sa.18ja,4,4,02/08/2025 01.39,52,False,Unknown,Unknown,9,#coffee #icedcoffee #ice_coffee #explore #foryou #?????_??????_????_?? ,15,https://www.tiktok.com/@sa.18ja/video/7533688507781483794,647,Fore Coffee
354,fordeer.coffee,1,0,22/12/2024 09.06,8,False,Unknown,Unknown,0,the best time of year ?? #fordeercoffee #rungxinchao #xuhuongtiktok #viraltiktok #coffeetiktok #coffeeshop #hanoi #fyp #learnontiktok #noel2024 ,9,https://www.tiktok.com/@fordeer.coffee/video/7451051808316755207,1100,Fore Coffee
47,fordaicedcoffee,0,2,25/11/2023 14.45,22,False,Unknown,Unknown,0,Prince the white pussy #catsoftiktok #whitecatsoftiktok #redeyescat ,15,https://www.tiktok.com/@fordaicedcoffee/video/7305302658598915333,892,Fore Coffee
5341,namakuvia.bcws,26,9,15/04/2025 07.40,251,False,Jakarta,South Jakarta,8,"Ada mas komisaris KAI nihhh Kanjeng Gusti?? 
 
#GustiBhre turut hadir dalam acara Pencatatan Perdana Saham di Bursa Efek Indonesia ???? #bhresudjiwo #kgpaamangkunegarax #foreindonesia #forecoffee #bursaefekindonesia #sahamindonesia #fyp  ",21,https://www.tiktok.com/@namakuvia.bcws/video/7493333361977511176,5689,Fore Coffee
2040,itynerary,11,7,02/07/2023 23.47,80,False,Unknown,Pekanbaru,22,kalo fore coffee akumah FOMO. rela antri 1 jam pas awal buka??????? #pekanbaru #forepekanbaru #tempatngopipekanbaru #anaknongkrongpku #ngopipekanbaru #cafepekanbaru #fyp ,12,https://www.tiktok.com/@itynerary/video/7251263960530406661,5677,Fore Coffee
51,forecoffeesg,65,5,12/03/2024 16.05,560,False,Singapore,Bugis Junction,12,"Can't get ""All Too Well"" over the SG Eras Tour? Relive your fave era with a matching Fore Coffee drink! ???

Can't find your fave era? Follow for part 2! 

#ForeCoffeeSG #Swiftie #ErasTour #fyp #foryou #sgcoffee ",18,https://www.tiktok.com/@forecoffeesg/video/7345400577184042247,9228,Fore Coffee
33600,forecoffee.id,3,3,08/07/2025 11.58,39,False,Unknown,Unknown,1,"Kerjaan numpuk tapi perut udah keroncongan? Isi amunisi dulu dengan menu kombo satu ini biar kuat mengejar sisa deadline ??

Mushroom Truffle Sandwich yang rotinya lembut, isiannya creamy dan gurih. Dimakan bareng Kopi Dari Tani yang punya perpaduan rasa kopi yang pekat dan gula aren khas Indonesia. Pas buat jadi ide makan siang sat-set di tengah kesibukan!

Lebih hemat nikmatin kombo dengan paket kombo Fore Deli & minuman, mulai dari Rp 39K aja di aplikasi Fore Coffee ??

#ForeCoffee #MovingFOREward ",13,https://www.tiktok.com/@forecoffee.id/video/7524571071568219400,2246,Fore Coffee
33600,forecoffee.id,24,5,25/05/2025 18.16,250,False,Unknown,Unknown,10,"Dopamine menu Foremin yang selalu bikin semangat jalanin hari! ?? 

Apa dopamine menu versi Fore Friends? Coba komen dong di kolom komentar ????

#ForeCoffee",11,https://www.tiktok.com/@forecoffee.id/video/7508340770420788488,18400,Fore Coffee
139,theotherauntie4,4,4,07/08/2025 04.33,73,False,Unknown,Unknown,8,"Coffee ? is.....
#Onlythingacceptableinthemorning  
#Fyp #notalkybeforecoffee 
#givemejesus #givemecoffee 
#mundanewednesday #2Creams2SugarsAshotofcaramel ",9,https://www.tiktok.com/@theotherauntie4/video/7535588760927407374,839,Fore Coffee
47,fordaicedcoffee,0,0,02/04/2025 09.32,2,False,Unknown,Unknown,0,1 quarter down #fyp #marchdump ,19,https://www.tiktok.com/@fordaicedcoffee/video/7488537976377494801,202,Fore Coffee
22,uptownbrews,0,2,03/08/2025 01.13,3,False,Unknown,Unknown,0,"This feels illegal ??

#NYCCoffee #RollForCoffee #IcedCoffee #NOLACoffee #CoffeeTok #coffee ",13,https://www.tiktok.com/@uptownbrews/video/7534052909416287519,336,Fore Coffee
52000,infiniteunreality,4,3,04/08/2025 01.26,26,False,Unknown,Unknown,17,Fresh Coffee #aiartwork,10,https://www.tiktok.com/@infiniteunreality/video/7534427170375060791,7131,Fore Coffee
1199,justtdoh,6,5,02/08/2025 18.19,80,False,Unknown,Unknown,4,#fyp #explore #foryou #viral #icedcoffee #coffee #fyp??viral ,14,https://www.tiktok.com/@justtdoh/video/7533946252623416594,1371,Fore Coffee
180,petite_girl156,4,1,23/05/2025 19.25,33,False,Unknown,Banjarbaru,4,"??Fore Coffee 
Caffee yg Aestetic juga buat WFH santuy ?????
#forecoffee #viraltiktok #banjarbaru ",22,https://www.tiktok.com/@petite_girl156/video/7507616149870300424,782,Fore Coffee
764,picukcuk,5,6,06/05/2025 17.55,44,False,Jember,Fore Coffee - Kartini Jember,21,Sekarang ga harus lewat tol dulu buat beli Fore ?? so happy karena di Jember sudah buka outletnya @Fore Coffee Indonesia #fore #forecoffee #forejember #forecoffeejember #jember #jemberhitz #jemberviral #kopijember #cafejember #cafejemberbaru #jembernews #makananjember #fyp ,47,https://www.tiktok.com/@picukcuk/video/7501284551138872582,5635,Fore Coffee
2259,reviewpalembang,10,4,12/08/2024 18.01,32,False,Unknown,South Sumatra,8,"Fore coffe??

#fyp? #fyp??viral #fyp #videoviral #vidiotiktok #recomendation #palembang #palembangtiktok #fyppppppppppppppppppppppp #dessert #tempatnongkrongbaru #cafepalembang #kopifore #fore #CapCut ",24,https://www.tiktok.com/@reviewpalembang/video/7402206481954753798,3180,Fore Coffee
